transaction_id,account_id,transaction_type_cd,transaction_date,transaction_ts,amount,running_balance,merchant_name,merchant_category,channel_code,reference_num,status_code,created_ts
24936,464,PMT,2025-05-06,2025-05-06 21:58:18,233.27,4393.85,,,POS,REF00024935,P,2026-06-29 19:55:26.116757
24911,464,PMT,2025-05-14,2025-05-14 11:44:36,110.82,4504.67,,,WEB,REF00024910,P,2026-06-29 19:55:26.116757
24941,464,PMT,2025-05-16,2025-05-16 19:04:05,65.36,4570.03,,,WEB,REF00024940,P,2026-06-29 19:55:26.116757
24939,464,ACH,2025-05-23,2025-05-23 21:30:34,-176.15,4393.88,Thomas-Jones,GROCERY,POS,REF00024938,P,2026-06-29 19:55:26.116757
24957,464,FEE,2025-05-27,2025-05-27 21:54:06,-26.12,4367.76,,,WEB,REF00024956,P,2026-06-29 19:55:26.116757
24948,464,DEP,2025-06-02,2025-06-02 11:03:22,115.97,4483.73,,,WEB,REF00024947,P,2026-06-29 19:55:26.116757
24956,464,PMT,2025-06-09,2025-06-09 09:45:45,156.9,4640.63,,,MOB,REF00024955,H,2026-06-29 19:55:26.116757
24906,464,ACH,2025-06-13,2025-06-13 00:23:11,-655.36,3985.27,,,MOB,REF00024905,P,2026-06-29 19:55:26.116757
24923,464,PMT,2025-06-24,2025-06-24 05:00:28,121.07,4106.34,,,MOB,REF00024922,P,2026-06-29 19:55:26.116757
24921,464,PMT,2025-06-24,2025-06-24 19:17:26,227.24,4333.58,,,WEB,REF00024920,P,2026-06-29 19:55:26.116757
24945,464,DEP,2025-07-02,2025-07-02 13:37:37,92.08,4425.66,,,WEB,REF00024944,P,2026-06-29 19:55:26.116757
24925,464,PMT,2025-07-18,2025-07-18 20:43:54,95.43,4521.09,,,MOB,REF00024924,P,2026-06-29 19:55:26.116757
24922,464,NSF,2025-07-20,2025-07-20 13:20:00,-22.23,4498.86,,,POS,REF00024921,P,2026-06-29 19:55:26.116757
24943,464,PMT,2025-08-02,2025-08-02 14:09:34,181.45,4680.31,,,WIRE,REF00024942,P,2026-06-29 19:55:26.116757
24908,464,FEE,2025-08-05,2025-08-05 12:56:02,-44.19,4636.12,,,WEB,REF00024907,P,2026-06-29 19:55:26.116757
24915,464,PMT,2025-09-11,2025-09-11 11:12:41,8706.39,13342.51,,,MOB,REF00024914,P,2026-06-29 19:55:26.116757
24920,464,INT,2025-09-23,2025-09-23 01:31:11,43.36,13385.87,,,WIRE,REF00024919,P,2026-06-29 19:55:26.116757
24929,464,XFR,2025-09-25,2025-09-25 05:18:44,36.06,13421.93,,,ATM,REF00024928,P,2026-06-29 19:55:26.116757
24912,464,ATM,2025-09-29,2025-09-29 11:37:36,-169.86,13252.07,Massey-Obrien,RETAIL,MOB,REF00024911,R,2026-06-29 19:55:26.116757
24932,464,XFR,2025-10-05,2025-10-05 21:04:51,124.14,13376.21,,,WEB,REF00024931,P,2026-06-29 19:55:26.116757
24924,464,PUR,2025-10-15,2025-10-15 05:22:42,-235.87,13140.34,"Pena, Mueller and Mckay",GAS_STATION,WEB,REF00024923,H,2026-06-29 19:55:26.116757
24946,464,FEE,2025-10-18,2025-10-18 21:56:31,-14.18,13126.16,,,MOB,REF00024945,P,2026-06-29 19:55:26.116757
24944,464,XFR,2025-10-27,2025-10-27 12:23:14,49.88,13176.04,,,ATM,REF00024943,P,2026-06-29 19:55:26.116757
24952,464,PUR,2025-10-28,2025-10-28 22:15:23,-215.19,12960.85,Foster-Williams,ENTERTAINMENT,MOB,REF00024951,P,2026-06-29 19:55:26.116757
24938,464,PUR,2025-11-16,2025-11-16 22:54:50,-192.61,12768.24,Taylor-Williams,HEALTHCARE,ACH,REF00024937,P,2026-06-29 19:55:26.116757
24905,464,XFR,2025-11-17,2025-11-17 11:25:19,125.28,12893.52,,,POS,REF00024904,P,2026-06-29 19:55:26.116757
24960,464,XFR,2025-12-12,2025-12-12 07:29:05,57.08,12950.6,,,POS,REF00024959,P,2026-06-29 19:55:26.116757
24918,464,WDR,2026-01-02,2026-01-02 16:17:18,-84.57,12866.03,Hudson-Butler,RESTAURANT,WEB,REF00024917,P,2026-06-29 19:55:26.116757
24913,464,ACH,2026-01-05,2026-01-05 09:10:04,-254.66,12611.37,Sanchez Group,RETAIL,ATM,REF00024912,P,2026-06-29 19:55:26.116757
24930,464,PUR,2026-01-09,2026-01-09 01:32:51,-164.9,12446.47,Foley-Miranda,RETAIL,POS,REF00024929,P,2026-06-29 19:55:26.116757
24953,464,PUR,2026-01-17,2026-01-17 19:48:01,-134.0,12312.47,Randall-Hernandez,GAS_STATION,POS,REF00024952,P,2026-06-29 19:55:26.116757
24954,464,PUR,2026-01-18,2026-01-18 21:40:13,-205.88,12106.59,"Harding, Gomez and Jacobs",RETAIL,POS,REF00024953,P,2026-06-29 19:55:26.116757
24931,464,DEP,2026-01-23,2026-01-23 14:09:06,212.58,12319.17,,,MOB,REF00024930,P,2026-06-29 19:55:26.116757
24927,464,XFR,2026-01-26,2026-01-26 17:00:12,43.44,12362.61,,,ATM,REF00024926,P,2026-06-29 19:55:26.116757
24917,464,ATM,2026-01-27,2026-01-27 11:29:38,-156.78,12205.83,Mcdonald and Sons,RESTAURANT,WEB,REF00024916,P,2026-06-29 19:55:26.116757
24934,464,PUR,2026-02-01,2026-02-01 11:22:10,-24.34,12181.49,Marquez-Johnson,TRAVEL,WEB,REF00024933,P,2026-06-29 19:55:26.116757
24907,464,ATM,2026-02-16,2026-02-16 16:48:05,-14.1,12167.39,Bennett-Brooks,EDUCATION,MOB,REF00024906,P,2026-06-29 19:55:26.116757
24955,464,PMT,2026-03-07,2026-03-07 00:09:12,8349.68,20517.07,,,POS,REF00024954,P,2026-06-29 19:55:26.116757
24909,464,PUR,2026-03-09,2026-03-09 23:48:10,-64.98,20452.09,,,WEB,REF00024908,P,2026-06-29 19:55:26.116757
24959,464,NSF,2026-04-01,2026-04-01 17:43:36,-42.93,20409.16,,,ACH,REF00024958,P,2026-06-29 19:55:26.116757
24914,464,PMT,2026-04-02,2026-04-02 21:30:15,39.37,20448.53,,,POS,REF00024913,P,2026-06-29 19:55:26.116757
24951,464,WDR,2026-04-07,2026-04-07 00:05:42,-132.29,20316.24,"Arnold, Williams and Jarvis",HEALTHCARE,MOB,REF00024950,P,2026-06-29 19:55:26.116757
24916,464,PMT,2026-04-07,2026-04-07 07:33:16,41.06,20357.3,,,ATM,REF00024915,P,2026-06-29 19:55:26.116757
24919,464,PMT,2026-04-17,2026-04-17 02:23:47,304.97,20662.27,,,ACH,REF00024918,P,2026-06-29 19:55:26.116757
24949,464,PMT,2026-04-22,2026-04-22 14:35:28,13.68,20675.95,,,WEB,REF00024948,P,2026-06-29 19:55:26.116757
24904,464,PMT,2026-04-23,2026-04-23 01:12:09,34.06,20710.01,,,WEB,REF00024903,P,2026-06-29 19:55:26.116757
24910,464,PMT,2026-04-23,2026-04-23 19:31:06,107.65,20817.66,,,ATM,REF00024909,P,2026-06-29 19:55:26.116757
24947,464,PMT,2026-04-30,2026-04-30 15:24:53,35.1,20852.76,,,WEB,REF00024946,P,2026-06-29 19:55:26.116757
24940,464,PUR,2026-05-05,2026-05-05 07:54:43,-121.2,20731.56,Thomas-Jones,GROCERY,MOB,REF00024939,P,2026-06-29 19:55:26.116757
24926,464,PMT,2026-05-21,2026-05-21 22:04:14,141.37,20872.93,,,MOB,REF00024925,P,2026-06-29 19:55:26.116757
24903,464,DEP,2026-05-24,2026-05-24 08:53:52,62.33,20935.26,,,POS,REF00024902,P,2026-06-29 19:55:26.116757
24928,464,NSF,2026-05-27,2026-05-27 08:16:56,-12.39,20922.87,,,ACH,REF00024927,P,2026-06-29 19:55:26.116757
24935,464,WDR,2026-05-31,2026-05-31 22:14:40,-81.28,20841.59,Hudson-Butler,GAS_STATION,MOB,REF00024934,P,2026-06-29 19:55:26.116757
24950,464,XFR,2026-06-02,2026-06-02 10:22:12,226.49,21068.08,,,WEB,REF00024949,P,2026-06-29 19:55:26.116757
24933,464,PMT,2026-06-09,2026-06-09 08:10:09,27.37,21095.45,,,ATM,REF00024932,P,2026-06-29 19:55:26.116757
24942,464,PMT,2026-06-13,2026-06-13 20:49:02,37.58,21133.03,,,WIRE,REF00024941,P,2026-06-29 19:55:26.116757
24958,464,PMT,2026-06-17,2026-06-17 18:38:44,98.13,21231.16,,,POS,REF00024957,H,2026-06-29 19:55:26.116757
25014,465,XFR,2025-05-01,2025-05-01 05:05:47,148.28,14657.71,,,INTL,REF00025013,P,2026-06-29 19:55:26.116757
25003,465,ATM,2025-05-15,2025-05-15 20:08:58,-157.61,14500.1,"Snyder, Miller and Stevens",GROCERY,POS,REF00025002,P,2026-06-29 19:55:26.116757
25035,465,PMT,2025-05-22,2025-05-22 15:58:56,141.99,14642.09,,,ATM,REF00025034,P,2026-06-29 19:55:26.116757
25033,465,INT,2025-05-25,2025-05-25 23:08:07,181.35,14823.44,,,MOB,REF00025032,H,2026-06-29 19:55:26.116757
24997,465,PMT,2025-06-02,2025-06-02 13:12:26,74.59,14898.03,,,WEB,REF00024996,P,2026-06-29 19:55:26.116757
25021,465,PUR,2025-06-04,2025-06-04 15:28:15,-143.21,14754.82,Graham-Valencia,INSURANCE,MOB,REF00025020,P,2026-06-29 19:55:26.116757
25027,465,WDR,2025-06-12,2025-06-12 07:12:43,-159.79,14595.03,Perez-Richardson,HEALTHCARE,WEB,REF00025026,P,2026-06-29 19:55:26.116757
25019,465,DEP,2025-06-16,2025-06-16 01:56:47,144.37,14739.4,,,POS,REF00025018,P,2026-06-29 19:55:26.116757
25034,465,PUR,2025-06-26,2025-06-26 20:09:33,-217.95,14521.45,Macias Group,RESTAURANT,ATM,REF00025033,P,2026-06-29 19:55:26.116757
25032,465,INT,2025-07-01,2025-07-01 02:44:14,46.27,14567.72,,,POS,REF00025031,P,2026-06-29 19:55:26.116757
25026,465,FEE,2025-07-04,2025-07-04 12:10:01,-32.1,14535.62,,,POS,REF00025025,P,2026-06-29 19:55:26.116757
24965,465,WDR,2025-07-07,2025-07-07 23:42:09,-114.53,14421.09,Hernandez-Beasley,HEALTHCARE,WEB,REF00024964,P,2026-06-29 19:55:26.116757
24995,465,DEP,2025-07-16,2025-07-16 05:16:39,154.2,14575.29,,,POS,REF00024994,P,2026-06-29 19:55:26.116757
24980,465,PUR,2025-07-17,2025-07-17 05:26:36,-238.09,14337.2,,,ACH,REF00024979,P,2026-06-29 19:55:26.116757
24977,465,PMT,2025-08-08,2025-08-08 02:31:29,69.23,14406.43,,,ATM,REF00024976,P,2026-06-29 19:55:26.116757
25002,465,FEE,2025-08-09,2025-08-09 07:32:34,-18.23,14388.2,,,MOB,REF00025001,P,2026-06-29 19:55:26.116757
24994,465,ATM,2025-08-15,2025-08-15 02:39:17,-108.52,14279.68,Chavez-Carter,EDUCATION,POS,REF00024993,P,2026-06-29 19:55:26.116757
24998,465,XFR,2025-08-29,2025-08-29 04:47:37,187.99,14467.67,,,ACH,REF00024997,P,2026-06-29 19:55:26.116757
24975,465,NSF,2025-08-30,2025-08-30 13:53:04,-20.64,14447.03,,,MOB,REF00024974,P,2026-06-29 19:55:26.116757
24989,465,ODF,2025-09-07,2025-09-07 14:09:39,-12.65,14434.38,,,POS,REF00024988,P,2026-06-29 19:55:26.116757
25025,465,DEP,2025-09-07,2025-09-07 19:34:35,160.17,14594.55,,,POS,REF00025024,P,2026-06-29 19:55:26.116757
24981,465,XFR,2025-09-08,2025-09-08 14:33:58,133.19,14727.74,,,POS,REF00024980,P,2026-06-29 19:55:26.116757
24978,465,PMT,2025-09-09,2025-09-09 04:16:14,254.03,14981.77,,,MOB,REF00024977,P,2026-06-29 19:55:26.116757
24999,465,PMT,2025-09-09,2025-09-09 10:06:21,114.53,15096.3,,,ACH,REF00024998,P,2026-06-29 19:55:26.116757
25011,465,FEE,2025-09-13,2025-09-13 06:25:22,-20.08,15076.22,,,WEB,REF00025010,P,2026-06-29 19:55:26.116757
25009,465,PMT,2025-09-15,2025-09-15 12:11:11,87.95,15164.17,,,MOB,REF00025008,P,2026-06-29 19:55:26.116757
25015,465,PMT,2025-09-16,2025-09-16 12:18:23,16.33,15180.5,,,ATM,REF00025014,P,2026-06-29 19:55:26.116757
25029,465,PUR,2025-09-27,2025-09-27 05:16:34,-84.3,15096.2,Greene LLC,UTILITIES,WEB,REF00025028,P,2026-06-29 19:55:26.116757
24990,465,PUR,2025-10-02,2025-10-02 17:05:49,-42.91,15053.29,,,ATM,REF00024989,P,2026-06-29 19:55:26.116757
24996,465,NSF,2025-10-12,2025-10-12 12:19:06,-13.95,15039.34,,,POS,REF00024995,P,2026-06-29 19:55:26.116757
25000,465,ODF,2025-10-20,2025-10-20 03:42:43,-31.51,15007.83,,,WEB,REF00024999,P,2026-06-29 19:55:26.116757
24972,465,PUR,2025-10-29,2025-10-29 23:13:51,-222.15,14785.68,George LLC,RETAIL,MOB,REF00024971,P,2026-06-29 19:55:26.116757
24962,465,PUR,2025-11-06,2025-11-06 01:06:43,-113.86,14671.82,Wright PLC,RETAIL,WIRE,REF00024961,P,2026-06-29 19:55:26.116757
25005,465,PMT,2025-11-22,2025-11-22 04:29:59,173.81,14845.63,,,WEB,REF00025004,P,2026-06-29 19:55:26.116757
25031,465,DEP,2025-11-22,2025-11-22 05:11:31,77.08,14922.71,,,ATM,REF00025030,P,2026-06-29 19:55:26.116757
24974,465,ATM,2025-11-29,2025-11-29 03:11:14,-148.13,14774.58,Cole PLC,INSURANCE,POS,REF00024973,P,2026-06-29 19:55:26.116757
24973,465,PUR,2025-11-29,2025-11-29 17:50:01,-126.86,14647.72,,,MOB,REF00024972,P,2026-06-29 19:55:26.116757
25028,465,DEP,2025-12-02,2025-12-02 07:34:03,134.34,14782.06,,,WEB,REF00025027,P,2026-06-29 19:55:26.116757
24993,465,ACH,2025-12-25,2025-12-25 11:57:49,-98.55,14683.51,Foster-Williams,RETAIL,INTL,REF00024992,P,2026-06-29 19:55:26.116757
25010,465,ACH,2025-12-30,2025-12-30 14:49:10,-84.65,14598.86,Mcclain and Sons,RESTAURANT,WIRE,REF00025009,P,2026-06-29 19:55:26.116757
24961,465,PMT,2026-01-01,2026-01-01 18:24:04,78.59,14677.45,,,INTL,REF00024960,P,2026-06-29 19:55:26.116757
25012,465,PMT,2026-01-06,2026-01-06 13:59:39,37.38,14714.83,,,WEB,REF00025011,P,2026-06-29 19:55:26.116757
25016,465,PMT,2026-01-08,2026-01-08 15:47:38,207.26,14922.09,,,MOB,REF00025015,P,2026-06-29 19:55:26.116757
24971,465,DEP,2026-01-10,2026-01-10 01:14:31,9196.6,24118.69,,,MOB,REF00024970,P,2026-06-29 19:55:26.116757
25008,465,PUR,2026-01-16,2026-01-16 07:09:45,-36.15,24082.54,Simmons PLC,INSURANCE,WEB,REF00025007,P,2026-06-29 19:55:26.116757
24968,465,WDR,2026-01-17,2026-01-17 23:38:15,-193.55,23888.99,Reeves and Sons,GAS_STATION,ACH,REF00024967,P,2026-06-29 19:55:26.116757
24987,465,WDR,2026-01-21,2026-01-21 15:10:51,-101.49,23787.5,Hudson-Butler,GROCERY,POS,REF00024986,P,2026-06-29 19:55:26.116757
24979,465,PUR,2026-01-27,2026-01-27 09:32:44,-247.98,23539.52,Gray Group,GAS_STATION,ATM,REF00024978,P,2026-06-29 19:55:26.116757
24976,465,PUR,2026-01-29,2026-01-29 07:44:15,-58.95,23480.57,"Chandler, Knight and Jones",HEALTHCARE,ATM,REF00024975,H,2026-06-29 19:55:26.116757
24967,465,WDR,2026-02-04,2026-02-04 13:13:43,-68.81,23411.76,"Flowers, Berry and Ramirez",CRYPTO_EXCHANGE,MOB,REF00024966,P,2026-06-29 19:55:26.116757
25017,465,WDR,2026-02-05,2026-02-05 13:35:31,-94.91,23316.85,Gallagher-Johnson,RETAIL,WEB,REF00025016,P,2026-06-29 19:55:26.116757
25020,465,ACH,2026-02-09,2026-02-09 17:22:43,-124.12,23192.73,Ballard and Sons,RESTAURANT,MOB,REF00025019,P,2026-06-29 19:55:26.116757
25007,465,PMT,2026-02-14,2026-02-14 20:44:24,130.28,23323.01,,,ACH,REF00025006,P,2026-06-29 19:55:26.116757
25023,465,INT,2026-02-19,2026-02-19 00:32:30,79.2,23402.21,,,ATM,REF00025022,P,2026-06-29 19:55:26.116757
25030,465,PMT,2026-02-23,2026-02-23 06:51:34,422.89,23825.1,,,WEB,REF00025029,P,2026-06-29 19:55:26.116757
25036,465,PMT,2026-02-28,2026-02-28 20:42:57,101.28,23926.38,,,MOB,REF00025035,P,2026-06-29 19:55:26.116757
25006,465,DEP,2026-03-09,2026-03-09 02:57:22,170.75,24097.13,,,ATM,REF00025005,P,2026-06-29 19:55:26.116757
24963,465,PMT,2026-03-14,2026-03-14 23:12:11,41.34,24138.47,,,WEB,REF00024962,P,2026-06-29 19:55:26.116757
24970,465,PMT,2026-03-18,2026-03-18 01:53:51,367.31,24505.78,,,MOB,REF00024969,P,2026-06-29 19:55:26.116757
25037,465,ATM,2026-03-28,2026-03-28 03:12:11,-37.15,24468.63,"Chandler, Knight and Jones",RESTAURANT,ACH,REF00025036,H,2026-06-29 19:55:26.116757
25024,465,ATM,2026-03-30,2026-03-30 19:54:30,-59.67,24408.96,Ramirez-Moon,HEALTHCARE,ATM,REF00025023,P,2026-06-29 19:55:26.116757
24984,465,ATM,2026-03-31,2026-03-31 09:44:03,-19.43,24389.53,"Taylor, Leon and Sanders",TRAVEL,POS,REF00024983,P,2026-06-29 19:55:26.116757
24982,465,ACH,2026-04-14,2026-04-14 03:23:43,-63.74,24325.79,"Moon, Davis and Dominguez",GROCERY,INTL,REF00024981,P,2026-06-29 19:55:26.116757
24966,465,WDR,2026-04-16,2026-04-16 17:05:26,-172.49,24153.3,Ballard and Sons,GAS_STATION,WEB,REF00024965,P,2026-06-29 19:55:26.116757
25018,465,DEP,2026-04-18,2026-04-18 00:19:11,217.0,24370.3,,,MOB,REF00025017,P,2026-06-29 19:55:26.116757
25004,465,PMT,2026-04-26,2026-04-26 11:06:16,130.5,24500.8,,,WEB,REF00025003,P,2026-06-29 19:55:26.116757
24983,465,FEE,2026-05-02,2026-05-02 11:45:56,-13.65,24487.15,,,WEB,REF00024982,P,2026-06-29 19:55:26.116757
25013,465,PMT,2026-05-05,2026-05-05 11:41:56,174.88,24662.03,,,WEB,REF00025012,P,2026-06-29 19:55:26.116757
24986,465,PUR,2026-05-08,2026-05-08 04:07:52,-133.16,24528.87,George LLC,GAMBLING,MOB,REF00024985,P,2026-06-29 19:55:26.116757
24985,465,DEP,2026-05-12,2026-05-12 16:28:33,175.53,24704.4,,,ATM,REF00024984,P,2026-06-29 19:55:26.116757
24991,465,PMT,2026-05-19,2026-05-19 05:43:42,127.98,24832.38,,,WIRE,REF00024990,P,2026-06-29 19:55:26.116757
24992,465,PUR,2026-05-23,2026-05-23 18:57:48,-59.09,24773.29,Ramirez-Moon,RESTAURANT,WEB,REF00024991,P,2026-06-29 19:55:26.116757
25001,465,NSF,2026-06-08,2026-06-08 08:23:37,-17.87,24755.42,,,POS,REF00025000,P,2026-06-29 19:55:26.116757
24964,465,PMT,2026-06-11,2026-06-11 00:40:18,406.66,25162.08,,,MOB,REF00024963,P,2026-06-29 19:55:26.116757
25022,465,FEE,2026-06-13,2026-06-13 10:46:19,-10.92,25151.16,,,ATM,REF00025021,H,2026-06-29 19:55:26.116757
24988,465,PUR,2026-06-25,2026-06-25 10:02:02,-421.42,24729.74,Hodges Inc,RESTAURANT,ATM,REF00024987,P,2026-06-29 19:55:26.116757
24969,465,PMT,2026-06-26,2026-06-26 05:14:27,10220.9,34950.64,,,MOB,REF00024968,P,2026-06-29 19:55:26.116757
25049,466,PUR,2025-05-18,2025-05-18 00:48:52,-115.59,3816.69,Rodriguez-Allen,ENTERTAINMENT,WIRE,REF00025048,P,2026-06-29 19:55:26.116757
25052,466,ATM,2025-06-01,2025-06-01 01:33:30,-133.28,3683.41,Weeks-Martin,RESTAURANT,MOB,REF00025051,P,2026-06-29 19:55:26.116757
25073,466,WDR,2025-06-03,2025-06-03 19:37:55,-128.41,3555.0,"Jones, Wiggins and Oliver",RETAIL,POS,REF00025072,P,2026-06-29 19:55:26.116757
25071,466,PUR,2025-06-17,2025-06-17 10:30:48,-310.77,3244.23,Martin Inc,EDUCATION,POS,REF00025070,P,2026-06-29 19:55:26.116757
25077,466,PMT,2025-06-17,2025-06-17 19:57:50,61.99,3306.22,,,MOB,REF00025076,P,2026-06-29 19:55:26.116757
25069,466,PUR,2025-06-21,2025-06-21 23:52:07,-74.4,3231.82,Davis Group,INSURANCE,POS,REF00025068,P,2026-06-29 19:55:26.116757
25053,466,ACH,2025-06-27,2025-06-27 20:14:02,-67.55,3164.27,Thomas Ltd,HEALTHCARE,POS,REF00025052,P,2026-06-29 19:55:26.116757
25074,466,WDR,2025-07-08,2025-07-08 22:04:32,-59.29,3104.98,Sanchez Group,GROCERY,ATM,REF00025073,P,2026-06-29 19:55:26.116757
25064,466,FEE,2025-07-10,2025-07-10 16:58:02,-39.34,3065.64,,,POS,REF00025063,P,2026-06-29 19:55:26.116757
25038,466,DEP,2025-07-20,2025-07-20 21:15:28,66.72,3132.36,,,WEB,REF00025037,P,2026-06-29 19:55:26.116757
25060,466,PUR,2025-07-26,2025-07-26 05:50:11,-70.45,3061.91,"Thompson, Kelley and Mcmahon",RESTAURANT,MOB,REF00025059,P,2026-06-29 19:55:26.116757
25041,466,DEP,2025-08-13,2025-08-13 02:13:17,88.85,3150.76,,,POS,REF00025040,P,2026-06-29 19:55:26.116757
25051,466,PUR,2025-08-17,2025-08-17 04:25:40,-65.33,3085.43,,,MOB,REF00025050,P,2026-06-29 19:55:26.116757
25055,466,WDR,2025-08-27,2025-08-27 13:23:21,-11891.42,-8805.99,Hernandez-Beasley,GROCERY,MOB,REF00025054,P,2026-06-29 19:55:26.116757
25048,466,PUR,2025-08-27,2025-08-27 22:26:48,-207.34,-9013.33,Foster-Williams,GAS_STATION,WEB,REF00025047,P,2026-06-29 19:55:26.116757
25072,466,DEP,2025-09-01,2025-09-01 00:09:51,227.55,-8785.78,,,ATM,REF00025071,P,2026-06-29 19:55:26.116757
25059,466,PUR,2025-09-12,2025-09-12 18:49:53,-206.7,-8992.48,"Barber, Oneal and Owens",INSURANCE,MOB,REF00025058,P,2026-06-29 19:55:26.116757
25061,466,PUR,2025-09-20,2025-09-20 14:26:27,-51.21,-9043.69,Wright-Roberts,GROCERY,ATM,REF00025060,P,2026-06-29 19:55:26.116757
25043,466,PUR,2025-09-27,2025-09-27 03:01:22,-177.94,-9221.63,Mcclain and Sons,RESTAURANT,WEB,REF00025042,P,2026-06-29 19:55:26.116757
25080,466,WDR,2025-10-03,2025-10-03 19:55:45,-326.13,-9547.76,"Nelson, Johnson and Robinson",TRAVEL,ACH,REF00025079,P,2026-06-29 19:55:26.116757
25046,466,PMT,2025-10-06,2025-10-06 21:12:24,131.57,-9416.19,,,ATM,REF00025045,R,2026-06-29 19:55:26.116757
25075,466,DEP,2025-10-08,2025-10-08 20:54:12,146.33,-9269.86,,,WEB,REF00025074,P,2026-06-29 19:55:26.116757
25056,466,PMT,2025-10-12,2025-10-12 03:17:11,332.65,-8937.21,,,ATM,REF00025055,P,2026-06-29 19:55:26.116757
25066,466,PMT,2025-11-02,2025-11-02 11:38:09,102.01,-8835.2,,,POS,REF00025065,P,2026-06-29 19:55:26.116757
25081,466,PMT,2025-11-28,2025-11-28 14:33:46,98.3,-8736.9,,,WEB,REF00025080,P,2026-06-29 19:55:26.116757
25039,466,PUR,2025-12-04,2025-12-04 20:24:03,-453.9,-9190.8,Mcclain and Sons,EDUCATION,WEB,REF00025038,P,2026-06-29 19:55:26.116757
25040,466,PMT,2025-12-13,2025-12-13 21:39:32,337.09,-8853.71,,,POS,REF00025039,P,2026-06-29 19:55:26.116757
25067,466,ACH,2026-01-19,2026-01-19 15:18:34,-107.38,-8961.09,Wright PLC,RESTAURANT,POS,REF00025066,P,2026-06-29 19:55:26.116757
25065,466,PMT,2026-02-02,2026-02-02 09:18:50,85.79,-8875.3,,,ATM,REF00025064,H,2026-06-29 19:55:26.116757
25068,466,PMT,2026-02-17,2026-02-17 12:34:29,219.47,-8655.83,,,POS,REF00025067,P,2026-06-29 19:55:26.116757
25047,466,ACH,2026-02-19,2026-02-19 05:04:52,-303.39,-8959.22,Wright PLC,GROCERY,ATM,REF00025046,P,2026-06-29 19:55:26.116757
25079,466,FEE,2026-02-26,2026-02-26 12:31:41,-10.01,-8969.23,,,POS,REF00025078,P,2026-06-29 19:55:26.116757
25070,466,PMT,2026-03-07,2026-03-07 14:54:00,115.99,-8853.24,,,POS,REF00025069,P,2026-06-29 19:55:26.116757
25054,466,FEE,2026-03-18,2026-03-18 22:27:26,-22.67,-8875.91,,,POS,REF00025053,P,2026-06-29 19:55:26.116757
25050,466,WDR,2026-03-20,2026-03-20 03:01:51,-203.13,-9079.04,"Li, Mason and Jacobson",UTILITIES,POS,REF00025049,P,2026-06-29 19:55:26.116757
25062,466,PMT,2026-03-22,2026-03-22 16:07:04,186.93,-8892.11,,,ACH,REF00025061,P,2026-06-29 19:55:26.116757
25063,466,PMT,2026-03-22,2026-03-22 17:05:18,12.1,-8880.01,,,MOB,REF00025062,P,2026-06-29 19:55:26.116757
25078,466,PUR,2026-04-01,2026-04-01 12:36:26,-176.08,-9056.09,Harris-Jensen,RETAIL,WEB,REF00025077,P,2026-06-29 19:55:26.116757
25057,466,ACH,2026-04-05,2026-04-05 20:48:42,-151.67,-9207.76,Wilson-Strong,RETAIL,POS,REF00025056,P,2026-06-29 19:55:26.116757
25058,466,PUR,2026-05-13,2026-05-13 06:10:56,-142.17,-9349.93,Mcclain and Sons,TRAVEL,POS,REF00025057,P,2026-06-29 19:55:26.116757
25044,466,ATM,2026-05-14,2026-05-14 18:47:55,-6095.41,-15445.34,Hernandez-Beasley,WIRE_TRANSFER_INTL,POS,REF00025043,P,2026-06-29 19:55:26.116757
25076,466,PMT,2026-05-20,2026-05-20 10:45:46,37.7,-15407.64,,,ATM,REF00025075,P,2026-06-29 19:55:26.116757
25045,466,PMT,2026-06-05,2026-06-05 07:20:41,87.31,-15320.33,,,ATM,REF00025044,P,2026-06-29 19:55:26.116757
25082,466,DEP,2026-06-09,2026-06-09 21:05:19,55.3,-15265.03,,,POS,REF00025081,P,2026-06-29 19:55:26.116757
25042,466,DEP,2026-06-25,2026-06-25 21:54:53,120.07,-15144.96,,,WIRE,REF00025041,P,2026-06-29 19:55:26.116757
25100,467,ACH,2025-05-20,2025-05-20 09:24:43,-23.45,992.79,Massey-Obrien,GROCERY,INTL,REF00025099,P,2026-06-29 19:55:26.116757
25118,467,PMT,2025-05-22,2025-05-22 21:08:31,75.75,1068.54,,,MOB,REF00025117,H,2026-06-29 19:55:26.116757
25144,467,PUR,2025-05-25,2025-05-25 08:23:22,-136.04,932.5,Macias Group,INSURANCE,POS,REF00025143,P,2026-06-29 19:55:26.116757
25102,467,PUR,2025-05-27,2025-05-27 07:00:09,-78.67,853.83,Guerrero-Gonzales,RESTAURANT,POS,REF00025101,P,2026-06-29 19:55:26.116757
25131,467,WDR,2025-05-30,2025-05-30 00:11:52,-120.26,733.57,Marquez-Johnson,HEALTHCARE,INTL,REF00025130,P,2026-06-29 19:55:26.116757
25138,467,XFR,2025-06-09,2025-06-09 19:52:22,80.3,813.87,,,WEB,REF00025137,P,2026-06-29 19:55:26.116757
25094,467,WDR,2025-06-13,2025-06-13 19:16:23,-92.44,721.43,Ortiz Group,EDUCATION,POS,REF00025093,P,2026-06-29 19:55:26.116757
25162,467,DEP,2025-06-17,2025-06-17 09:29:08,391.5,1112.93,,,POS,REF00025161,P,2026-06-29 19:55:26.116757
