account_id,customer_id,account_type,account_status,open_date,close_date,current_balance,available_balance,credit_limit,interest_rate,branch_id,created_ts,updated_ts
392,155,LOAN,O,2021-02-07,,56177.16,0.0,,0.2478,89,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
393,155,SAVINGS,O,2020-04-29,,13676.08,12308.47,,0.1485,413,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
394,156,CHECKING,O,2016-02-29,,75778.48,68200.63,,0.1413,289,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
395,156,CREDIT,O,2018-03-29,,4183.48,816.52,5000.0,0.2027,497,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
396,156,SAVINGS,O,2019-11-13,,39124.25,35211.83,,0.0779,252,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
397,157,CHECKING,O,2015-02-17,,4021.52,3619.37,,0.1508,11,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
398,158,CHECKING,O,2018-10-08,,26931.1,24237.99,,0.0452,411,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
399,158,SAVINGS,O,2014-08-09,,67464.87,60718.38,,0.0815,12,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
400,158,LOAN,O,2016-02-13,,9715.01,0.0,,0.1764,73,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
401,158,CREDIT,O,2024-03-16,,1692.96,307.04,2000.0,0.2152,492,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
402,159,CREDIT,O,2025-12-23,,8790.25,6209.75,15000.0,0.0848,166,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
403,160,SAVINGS,O,2020-07-07,,75869.83,68282.85,,0.1981,492,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
404,160,CREDIT,O,2020-05-22,,9737.7,5262.3,15000.0,0.0444,496,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
405,161,SAVINGS,O,2022-08-26,,29959.92,26963.93,,0.1837,151,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
406,161,CREDIT,O,2019-06-12,,888.54,4111.46,5000.0,0.0014,360,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
407,161,CHECKING,O,2024-07-02,,75870.2,68283.18,,0.0985,395,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
408,162,SAVINGS,O,2020-04-25,,47992.29,43193.06,,0.2302,496,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
409,163,CHECKING,O,2015-06-23,,10821.79,9739.61,,0.1865,122,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
410,163,SAVINGS,O,2014-11-10,,27418.22,24676.4,,0.0805,326,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
411,164,CREDIT,O,2023-07-24,,170.93,14829.07,15000.0,0.0532,355,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
412,165,CREDIT,O,2017-12-21,,7870.2,2129.8,10000.0,0.1803,25,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
413,166,LOAN,O,2017-10-07,,53188.57,0.0,,0.1237,194,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
414,166,CREDIT,O,2020-11-24,,5460.24,4539.76,10000.0,0.0262,246,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
415,166,SAVINGS,O,2016-06-30,,62992.76,56693.48,,0.1449,389,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
416,166,CHECKING,O,2019-12-10,,54816.41,49334.77,,0.0415,38,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
417,167,CREDIT,O,2023-05-05,,637.43,1362.57,2000.0,0.2379,38,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
418,168,SAVINGS,C,2023-08-15,2025-03-13,58424.8,52582.32,,0.1372,460,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
419,168,LOAN,O,2015-11-03,,58704.45,0.0,,0.0851,315,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
420,168,CHECKING,O,2015-11-08,,71404.71,64264.24,,0.1764,221,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
421,169,LOAN,O,2023-09-24,,4159.79,0.0,,0.0834,499,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
422,169,CHECKING,O,2024-04-20,,14793.73,13314.36,,0.1745,370,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
423,170,CREDIT,O,2018-11-11,,99.27,1900.73,2000.0,0.1433,431,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
424,170,SAVINGS,O,2024-04-17,,39021.34,35119.21,,0.0146,2,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
425,170,CHECKING,O,2014-12-27,,33922.28,30530.05,,0.0743,339,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
426,171,SAVINGS,O,2023-01-22,,13251.99,11926.79,,0.0736,42,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
427,171,CHECKING,O,2021-01-01,,37622.44,33860.2,,0.0298,402,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
428,171,CREDIT,O,2026-04-15,,7064.17,7935.83,15000.0,0.2237,136,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
429,171,LOAN,O,2015-09-17,,6377.08,0.0,,0.1364,95,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
430,172,LOAN,O,2024-05-20,,27300.74,0.0,,0.0665,239,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
431,172,SAVINGS,O,2023-06-12,,20703.77,18633.39,,0.2093,289,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
432,172,CHECKING,O,2018-01-14,,4461.97,4015.77,,0.1882,342,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
433,173,CHECKING,F,2026-05-27,,53285.36,47956.82,,0.2022,212,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
434,174,CHECKING,O,2019-11-07,,65381.62,58843.46,,0.1052,275,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
435,174,SAVINGS,O,2018-08-24,,54808.97,49328.07,,0.2341,294,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
436,175,LOAN,O,2024-03-23,,5658.35,0.0,,0.2257,366,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
437,175,SAVINGS,O,2019-09-22,,2295.64,2066.08,,0.1432,265,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
438,176,CHECKING,C,2026-05-03,2026-06-16,13416.76,12075.08,,0.246,498,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
439,176,SAVINGS,O,2017-04-25,,16557.16,14901.44,,0.049,22,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
440,177,CHECKING,O,2024-02-25,,79780.17,71802.15,,0.1571,428,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
441,177,CREDIT,O,2021-07-01,,6447.16,18552.84,25000.0,0.2277,469,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
442,177,SAVINGS,O,2018-09-02,,64491.17,58042.05,,0.0227,285,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
443,177,LOAN,O,2022-12-17,,24443.94,0.0,,0.0822,142,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
444,178,CHECKING,O,2022-01-12,,32862.61,29576.35,,0.0379,302,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
445,178,CREDIT,O,2016-06-20,,18959.43,6040.57,25000.0,0.2349,474,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
446,178,SAVINGS,O,2016-02-25,,8003.6,7203.24,,0.195,403,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
447,178,LOAN,O,2016-12-14,,17879.48,0.0,,0.1343,177,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
448,179,CREDIT,C,2016-12-15,2017-07-09,344.4,1655.6,2000.0,0.1013,317,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
449,179,SAVINGS,O,2018-09-03,,48496.75,43647.08,,0.1737,20,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
450,179,LOAN,O,2017-11-03,,24351.77,0.0,,0.2198,354,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
451,179,CHECKING,O,2020-11-29,,18625.13,16762.62,,0.1866,472,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
452,180,CREDIT,O,2018-05-07,,3109.49,6890.51,10000.0,0.2108,440,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
453,180,CHECKING,O,2022-11-18,,55542.72,49988.45,,0.0254,445,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
454,180,SAVINGS,C,2017-12-09,2020-03-23,17850.57,16065.51,,0.0758,381,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
455,181,CREDIT,O,2024-09-18,,2208.58,2791.42,5000.0,0.2284,209,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
456,181,SAVINGS,O,2026-03-27,,59146.06,53231.45,,0.19,445,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
457,181,LOAN,O,2022-08-02,,23060.7,0.0,,0.015,406,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
458,181,CHECKING,O,2015-08-17,,12297.28,11067.55,,0.0784,260,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
459,182,SAVINGS,O,2025-12-18,,15017.46,13515.71,,0.2083,429,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
460,182,CREDIT,O,2023-11-09,,498.98,1501.02,2000.0,0.1146,471,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
461,182,CHECKING,O,2025-06-10,,28510.19,25659.17,,0.0506,189,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
462,182,LOAN,O,2026-04-27,,49586.87,0.0,,0.1267,326,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
463,183,CHECKING,O,2024-10-28,,18976.02,17078.42,,0.1227,229,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
464,184,LOAN,O,2016-01-02,,33528.69,0.0,,0.0867,429,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
465,184,CREDIT,O,2024-10-24,,7489.61,2510.39,10000.0,0.1725,146,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
466,185,LOAN,O,2017-06-19,,3929.41,0.0,,0.2135,400,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
467,186,SAVINGS,O,2022-12-20,,17621.52,15859.37,,0.0525,334,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
468,186,CREDIT,O,2024-05-13,,7699.22,7300.78,15000.0,0.2162,496,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
469,187,LOAN,O,2023-07-26,,54779.41,0.0,,0.1621,308,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
470,188,SAVINGS,O,2022-07-20,,19817.43,17835.69,,0.2014,157,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
471,189,LOAN,O,2020-04-28,,28080.88,0.0,,0.0553,155,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
472,189,SAVINGS,C,2021-05-16,2022-09-30,54014.29,48612.86,,0.2062,204,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
473,189,CREDIT,O,2019-06-06,,2557.8,22442.2,25000.0,0.1283,340,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
474,190,CREDIT,O,2019-11-17,,957.56,14042.44,15000.0,0.247,328,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
475,190,SAVINGS,O,2022-01-16,,25673.53,23106.18,,0.0699,336,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
476,190,CHECKING,O,2024-12-24,,56743.05,51068.75,,0.2231,153,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
477,191,SAVINGS,O,2015-08-08,,61120.69,55008.62,,0.2249,413,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
478,191,CREDIT,O,2020-08-20,,10102.46,14897.54,25000.0,0.0805,72,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
479,192,LOAN,O,2017-10-22,,59850.68,0.0,,0.0656,215,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
480,193,LOAN,O,2025-08-25,,21246.86,0.0,,0.1786,352,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
481,193,CREDIT,O,2018-11-21,,15957.84,9042.16,25000.0,0.1194,482,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
482,193,CHECKING,O,2025-10-25,,53585.41,48226.87,,0.1273,433,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
483,193,SAVINGS,O,2018-05-23,,13183.93,11865.54,,0.1647,286,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
484,194,CREDIT,O,2014-07-09,,1919.16,13080.84,15000.0,0.0654,414,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
485,194,CHECKING,O,2023-09-19,,44502.05,40051.85,,0.2282,485,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
486,195,CHECKING,O,2023-03-23,,17477.9,15730.11,,0.2179,216,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
487,195,LOAN,O,2023-03-15,,47497.34,0.0,,0.0835,134,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
488,195,SAVINGS,O,2019-12-15,,46638.44,41974.6,,0.1164,61,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
489,196,CHECKING,O,2022-05-29,,71098.8,63988.92,,0.1256,445,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
490,196,CREDIT,O,2018-10-05,,7947.58,7052.42,15000.0,0.1038,446,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
491,196,LOAN,O,2015-03-31,,51400.15,0.0,,0.0352,103,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
492,196,SAVINGS,O,2020-11-10,,27084.93,24376.44,,0.2467,458,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
493,197,SAVINGS,O,2017-02-01,,38750.26,34875.23,,0.1581,91,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
494,197,LOAN,O,2019-08-12,,19491.43,0.0,,0.0154,232,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
495,197,CHECKING,O,2017-01-06,,21518.99,19367.09,,0.1905,87,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
496,197,CREDIT,O,2017-09-09,,19112.09,5887.91,25000.0,0.1229,391,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
497,198,SAVINGS,C,2024-05-12,2025-01-29,48965.62,44069.06,,0.1587,207,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
498,199,LOAN,O,2021-05-18,,32493.17,0.0,,0.1829,487,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
499,199,SAVINGS,C,2021-03-28,2023-10-15,633.21,569.89,,0.0812,427,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
500,199,CHECKING,O,2018-08-03,,42248.22,38023.4,,0.0055,3,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
501,199,CREDIT,O,2022-08-17,,1131.33,3868.67,5000.0,0.2193,160,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
502,200,CHECKING,O,2015-01-25,,40018.59,36016.73,,0.0772,34,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
503,200,SAVINGS,O,2015-09-05,,65819.43,59237.49,,0.0752,149,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
504,201,CREDIT,O,2023-11-01,,5388.76,9611.24,15000.0,0.0479,486,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
505,201,SAVINGS,O,2019-12-20,,72504.99,65254.49,,0.2031,10,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
506,201,CHECKING,O,2015-12-21,,17887.67,16098.9,,0.182,68,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
507,201,LOAN,O,2024-09-17,,13460.22,0.0,,0.0065,259,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
508,202,CHECKING,O,2019-10-01,,56744.36,51069.92,,0.1982,193,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
509,202,SAVINGS,O,2014-07-01,,70061.8,63055.62,,0.0647,274,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
510,203,CHECKING,O,2025-11-28,,52788.58,47509.72,,0.1637,11,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
511,204,CHECKING,O,2016-11-25,,33050.43,29745.39,,0.0956,281,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
512,205,LOAN,F,2022-09-12,,13124.2,0.0,,0.1717,5,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
513,205,CREDIT,C,2016-01-24,2022-11-03,4208.71,5791.29,10000.0,0.0261,267,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
514,205,CHECKING,O,2016-05-21,,21233.16,19109.84,,0.1517,71,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
515,206,CHECKING,O,2025-08-10,,8678.01,7810.21,,0.0274,102,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
516,206,CREDIT,C,2017-10-03,2023-06-22,4993.73,20006.27,25000.0,0.0665,268,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
517,206,LOAN,O,2017-06-22,,58414.06,0.0,,0.0901,210,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
518,206,SAVINGS,O,2018-12-03,,23275.77,20948.19,,0.0108,255,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
519,207,LOAN,C,2025-04-06,2025-06-19,14835.81,0.0,,0.0042,46,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
520,207,SAVINGS,O,2019-03-20,,72503.84,65253.46,,0.2089,343,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
521,208,SAVINGS,O,2018-02-17,,72334.74,65101.27,,0.1614,234,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
522,208,CHECKING,O,2022-10-29,,79087.61,71178.85,,0.0747,238,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
523,208,CREDIT,C,2017-04-13,2023-04-27,199.62,1800.38,2000.0,0.0445,21,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
524,208,LOAN,F,2022-11-17,,51282.67,0.0,,0.0907,347,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
525,209,LOAN,C,2014-07-03,2020-03-20,6604.91,0.0,,0.1897,24,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
526,209,CREDIT,O,2016-01-27,,1704.0,296.0,2000.0,0.1661,88,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
527,209,CHECKING,O,2017-03-09,,25957.2,23361.48,,0.2236,490,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
528,210,CHECKING,O,2022-08-05,,14220.99,12798.89,,0.1008,493,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
529,210,SAVINGS,O,2014-08-08,,36251.36,32626.22,,0.209,354,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
530,210,CREDIT,O,2022-10-12,,11998.49,3001.51,15000.0,0.1625,409,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
531,211,CHECKING,O,2024-03-24,,55541.67,49987.5,,0.0156,483,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
532,211,LOAN,O,2026-04-08,,50816.64,0.0,,0.0268,467,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
533,212,LOAN,O,2019-07-11,,37070.15,0.0,,0.2157,451,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
534,212,CHECKING,O,2016-01-25,,67002.19,60301.97,,0.2433,67,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
535,212,SAVINGS,O,2015-05-03,,38387.91,34549.12,,0.1225,455,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
536,212,CREDIT,O,2019-01-21,,6610.32,8389.68,15000.0,0.0168,336,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
537,213,CHECKING,O,2023-03-15,,78220.59,70398.53,,0.1677,174,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
538,213,CREDIT,O,2015-09-17,,13077.58,11922.42,25000.0,0.1754,49,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
539,213,LOAN,O,2018-03-24,,26538.03,0.0,,0.1819,247,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
540,214,LOAN,O,2024-12-27,,1687.05,0.0,,0.2336,259,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
541,214,CHECKING,O,2016-02-15,,67832.07,61048.86,,0.213,446,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
542,214,CREDIT,O,2023-09-16,,374.33,4625.67,5000.0,0.1234,124,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
543,215,CREDIT,O,2023-06-20,,16082.93,8917.07,25000.0,0.1014,121,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
544,215,CHECKING,O,2016-01-29,,5845.86,5261.27,,0.1116,294,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
545,215,LOAN,O,2026-04-29,,27437.82,0.0,,0.2142,229,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
546,216,CHECKING,O,2016-03-11,,7762.79,6986.51,,0.1036,286,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
547,216,SAVINGS,O,2020-10-24,,43702.45,39332.21,,0.2066,406,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
548,216,LOAN,O,2014-08-04,,36647.99,0.0,,0.1551,156,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
549,217,LOAN,O,2022-03-28,,22437.21,0.0,,0.0145,115,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
550,217,SAVINGS,O,2019-09-26,,67467.55,60720.8,,0.0836,393,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
551,218,CREDIT,O,2023-02-06,,1518.64,481.36,2000.0,0.0562,175,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
552,218,LOAN,O,2021-12-23,,21953.2,0.0,,0.1587,410,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
553,218,SAVINGS,C,2016-04-17,2020-06-28,23004.68,20704.21,,0.1309,360,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
554,218,CHECKING,O,2022-09-03,,8058.94,7253.05,,0.2242,253,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
555,219,LOAN,F,2024-09-27,,16003.07,0.0,,0.0498,62,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
556,219,CHECKING,O,2015-07-11,,74382.41,66944.17,,0.0988,235,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
557,220,CREDIT,O,2015-09-09,,697.51,14302.49,15000.0,0.1586,345,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
558,220,CHECKING,O,2023-06-17,,46899.29,42209.36,,0.1932,231,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
559,221,SAVINGS,O,2021-07-08,,44034.72,39631.25,,0.1087,300,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
560,221,LOAN,O,2019-01-25,,29492.99,0.0,,0.1275,472,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
561,221,CHECKING,O,2025-12-21,,72769.61,65492.65,,0.1732,89,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
562,221,CREDIT,F,2018-03-29,,517.77,4482.23,5000.0,0.1647,311,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
563,222,LOAN,O,2016-02-27,,17142.16,0.0,,0.2408,497,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
564,222,SAVINGS,O,2017-10-16,,23180.97,20862.87,,0.2013,71,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
565,222,CHECKING,O,2015-06-30,,32726.01,29453.41,,0.1752,384,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
566,223,CREDIT,O,2021-01-31,,1048.56,3951.44,5000.0,0.1788,352,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
567,223,LOAN,O,2021-08-22,,21372.32,0.0,,0.1684,364,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
568,223,CHECKING,O,2021-09-24,,51831.95,46648.75,,0.2395,258,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
569,224,CHECKING,O,2023-10-10,,46415.9,41774.31,,0.2356,364,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
570,224,SAVINGS,O,2022-09-20,,33106.97,29796.27,,0.1871,431,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
571,224,CREDIT,O,2024-08-05,,7148.2,17851.8,25000.0,0.2119,414,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
572,225,CHECKING,O,2022-05-04,,1534.41,1380.97,,0.0372,344,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
573,226,SAVINGS,O,2018-02-01,,20991.75,18892.58,,0.1965,147,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
574,227,SAVINGS,O,2020-08-29,,15922.07,14329.86,,0.1357,184,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
575,227,CHECKING,F,2020-07-24,,65029.11,58526.2,,0.0265,445,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
576,227,LOAN,O,2023-05-28,,40856.03,0.0,,0.1409,115,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
577,228,SAVINGS,O,2018-01-05,,74082.03,66673.83,,0.0975,490,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
578,228,CREDIT,O,2015-02-21,,9658.33,341.67,10000.0,0.0144,381,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
579,228,LOAN,O,2025-03-11,,15829.13,0.0,,0.1555,400,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
580,228,CHECKING,C,2025-11-13,2026-03-05,68765.8,61889.22,,0.1113,116,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
581,229,SAVINGS,O,2015-11-01,,23181.31,20863.18,,0.0452,350,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
582,229,CREDIT,O,2020-06-11,,373.95,1626.05,2000.0,0.0443,264,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
583,229,CHECKING,O,2021-07-27,,9107.98,8197.18,,0.0111,143,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
584,230,SAVINGS,O,2020-10-14,,-45.57,-41.01,,0.1171,480,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
585,230,CHECKING,C,2026-02-21,2026-06-27,11961.86,10765.67,,0.0393,166,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
586,230,LOAN,O,2025-08-15,,36215.94,0.0,,0.1936,321,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
587,231,LOAN,O,2016-01-24,,5299.97,0.0,,0.1771,270,2026-06-29 19:55:26.116757,2026-06-29 19:55:26.116757
